parties_norm,parties_match,code,objectid,parties,archived,type,statusgrp,status,areaunit,layer_id,mapref,typeabb,part,layer_name,dtestart,areavalue,jurisdic,respoffice,name,region,summary,subtype,resources,stragreementconditionsjson,dtegranted,applno,typegroup,dtepegged,codeconcat,renewal,acccode,comments,interest,dteapplied,typecode,dteexpires,dterenewal,oldcode,resourcescd,operador,company,con_type,area_km,location,concession,operador_l,shape_leng,nomes,fc_id,objectid_1,source_name
"Bengala Minas, Limitada","Bengala Minas, Limitada",6663,1264569,"BENGALA MINAS, LIMITADA (0,00%)",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectare,3,"ZAMBEZIA, ALTO_MOLOCUE, ALTO_MOLOCUE",,Parte 1,Licença de Prospecção e Pesquisa,,1315.61,Moçambique,Maputo Cidade,,,,,"AQU, TAN, TOU",,2014-11-05,,Pesquisa,,6663 L,0,,,Pessoa Colectiva,2013-10-15,L,2019-11-05,,,"AQU, TAN, TOU",,,,,,,,,,,,MZ
"Guangzhou Dongsong Energy Group Mozambique, Limitada","Guangzhou Dongsong Energy Group Mozambique, Limitada",7454,1265121,"GUANGZHOU DONGSONG ENERGY GROUP MOZAMBIQUE, LDA ",,Licença de Prospecção e Pesquisa,Pedido,Pedido,Hectare,3,"NIASSA, LAGO NIASSA, LICHINGA, LIONE, MEPONDA",,Parte 1,Licença de Prospecção e Pesquisa,,7344.15,Moçambique,Maputo Cidade,,,,,"MI, NB, TAN",,,,Pesquisa,,7454 L,,,,Pessoa Colectiva,2015-02-27,L,,,,"MI, NB, TAN",,,,,,,,,,,,MZ
"Biworld International, Limited","Biworld International, Limited",4767,1258389,"Biworld International, Limited",,Licença de Prospecção e Pesquisa,Extinto,Pedido Cancelado,Hectare,6,"CABO_DELGADO, PEMBA, METUGE; QUISSANGA, MAHATE",,Parte 1,Todas Licenças Extinto,,10800,Moçambique,Maputo,4767L,,,,MI,,,,Pesquisa,,4767 L,0,,,Pessoa Colectiva,2011-10-07,L,,,,MI,,,,,,,,,,,,MZ
"Sonil Moz, Limitada","Sonil Moz, Limitada",2397,1259194,"Sonil Moz, Limitada",,Concessão Mineira,Em Vigor,Em Vigor,Hectares,1,"MAPUTO, MARRACUENE, MARRACUENE",,Parte 1,Concessão Mineira,,80,Moçambique,Maputo Cidade,2397C,,,,"BME, SSA",,2011-12-08,,Exploração,,2397 C,0,,,Pessoa Colectiva,2007-11-21,C,2036-12-08,,,"BME, SSA",,,,,,,,,,,,MZ
"Duplo Dragão Industrial, Limitada","Duplo Dragão Industrial, Limitada",4772,1258424,"Duplo Dragao Industrial, Lda",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectare,3,"ZAMBEZIA, ALTO_MOLOCUE, ALTO_MOLOCUE",,Parte 1,Licença de Prospecção e Pesquisa,,1440,Moçambique,Maputo Cidade,4772L,,,,TAN,,2012-04-16,,Pesquisa,,4772 L,0,,,Pessoa Colectiva,2011-10-07,L,2017-04-16,,,TAN,,,,,,,,,,,,MZ
"Dombeya Mineração, Limitada","Dombeya Mineração, Limitada",4118,1261896,"Dombeya Mineracao, Lda",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectares,3,"CABO_DELGADO, BALAMA, BALAMA",,Parte 1,Licença de Prospecção e Pesquisa,,9600,Moçambique,Maputo Cidade,4118L,,,,"BME, GRP",,2011-06-29,,Pesquisa,,4118 L,0,,,Pessoa Colectiva,2010-12-13,L,2016-06-29,,,"BME, GRP",,,,,,,,,,,,MZ
"Coal Min Mozambique, Limitada","Coal Min Mozambique, Limitada",5750,1262585,"Coal Min Mozambique, Lda. ",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectare,3,"TETE, MARAVIA, CHIPUTU",,Parte 1,Licença de Prospecção e Pesquisa,,2394.09,Moçambique,Maputo Cidade,,,,,"AUM, FE",,2013-07-17,,Pesquisa,,5750 L,0,,,Pessoa Colectiva,2012-08-27,L,2018-07-17,,,"AUM, FE",,,,,,,,,,,,MZ
"Metalmoz, Limitada","Metalmoz, Limitada",6778,1263365,"Metalmoz, Limitada (0,00%)",,Licença de Prospecção e Pesquisa,Pedido,Aprovação Pendente,Hectare,3,"CABO_DELGADO, CHIURE, MAZEZE; NAMPULA, MEMBA, LURIO",,Parte 1,Licença de Prospecção e Pesquisa,,2619.58,Moçambique,Maputo Cidade,,,,,"MI, REE",,,,Pesquisa,,6778 L,,,,Pessoa Colectiva,2013-11-25,L,,,,"MI, REE",,,,,,,,,,,,MZ
"Kungana, Limitada","Kungana, Limitada",6615,1264005,"KUNGANA, LTD (0,00%)",,Licença de Prospecção e Pesquisa,Pedido,Aprovação Pendente,Hectare,3,"ZAMBEZIA, ILE, MULEVALA",,Parte 1,Licença de Prospecção e Pesquisa,,11294.04,Moçambique,Maputo Cidade,,,,,AUM,,,,Pesquisa,,6615 L,,,,Pessoa Colectiva,2013-09-20,L,,,,AUM,,,,,,,,,,,,MZ
"Bengala Minas, Limitada","Bengala Minas, Limitada",6665,1264570,"BENGALA MINAS, LIMITADA (0,00%)",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectare,3,"MANICA, SUSSUNDENGA, MUOHA",,Parte 1,Licença de Prospecção e Pesquisa,,1777.1,Moçambique,Maputo Cidade,,,,,AUM,,2014-11-06,,Pesquisa,,6665 L,0,,constatamos no processo que e socia da requerente na sa sobe pelo que propoem-se que esta seja noticada para juntar ao processo a relacao dos acionistas 10/9/2014,Pessoa Colectiva,2013-10-15,L,2019-11-06,,,AUM,,,,,,,,,,,,MZ
"DH Mining Development, Co, Limitada","DH Mining Development, Co, Limitada",5372,1265122,"DH Mining Development Company, Lda ",,Licença de Prospecção e Pesquisa,Pedido,Atribuição Pendente,Hectare,3,"TETE, MOATIZE, ZOBUE",,Parte 1,Licença de Prospecção e Pesquisa,,6218.06,Moçambique,Maputo Cidade,,,,,"COR, FE",,2015-02-27,,Pesquisa,,5372 L,0,,,Pessoa Colectiva,2012-05-10,L,2020-02-27,,,"COR, FE",,,,,,,,,,,,MZ
"Apollo Investment Group, Limitada","Apollo Investment Group, Limitada",4590,1258429,"Apollo Investment Group, Limitada",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectare,3,"MANICA, BARUE, NHAMPASSA",,Parte 1,Licença de Prospecção e Pesquisa,,4960,Moçambique,Maputo Cidade,4590L,,,,"AU, MI, TOU",,2012-04-25,,Pesquisa,,4590 L,0,,,Pessoa Colectiva,2011-06-28,L,2017-04-25,,,"AU, MI, TOU",,,,,,,,,,,,MZ
"Escola de Condução Abc, Limitada","Escola de Condução Abc, Limitada",5684,1259300,"Escola de Conducao ABC, Lda ",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectares,3,"CABO_DELGADO, BALAMA, BALAMA",,Parte 1,Licença de Prospecção e Pesquisa,,748.75,Moçambique,Maputo Cidade,,,,,GRP,,2013-03-14,,Pesquisa,,5684 L,0,,,Pessoa Colectiva,2012-08-06,L,2018-03-14,,,GRP,,,,,,,,,,,,MZ
"Minerais de Moçambique, Limitada","Minerais de Moçambique, Limitada",2823,1261165,"Minerais de Moçambique, Lda",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectares,3,"MANICA, MACOSSA, MACOSSA; SOFALA, GORONGOSA, NHAMADZE",,Parte 1,Licença de Prospecção e Pesquisa,,15020,Moçambique,Maputo Cidade,2823L,,,,"AU, F, TOU",,2010-02-12,,Pesquisa,,2823 L,0,,,Pessoa Colectiva,2008-07-14,L,2015-02-12,,,"AU, F, TOU",,,,,,,,,,,,MZ
"Koh - I - Noor, Sociedade Unipessoal, Limitada","Koh - I - Noor, Sociedade Unipessoal, Limitada",4120,1261897,"Koh-I-Noor, Sociedade Unipessoal, Limitada",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectares,3,"ZAMBEZIA, MILANGE, MAJAUA, MILANGE",,Parte 1,Licença de Prospecção e Pesquisa,,14720,Moçambique,Maputo Cidade,4120L,,,,"FE, MI",,2011-06-10,,Pesquisa,,4120 L,0,,"Status updated to Em Vigor, as advised on list supplied to SD, by Elizabet Junior, 30 Mar 2012",Pessoa Colectiva,2010-12-13,L,2016-06-10,,,"FE, MI",,,,,,,,,,,,MZ
"Grafex, Limitada","Grafex, Limitada",5966,1263050,"Grafex, Lda ",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectare,3,"CABO_DELGADO, MONTEPUEZ, MAPUPULO, MIRATE",,Parte 1,Licença de Prospecção e Pesquisa,,14191.85,Moçambique,Maputo Cidade,,,,,GRP,,2013-06-19,,Pesquisa,,5966 L,0,,,Pessoa Colectiva,2012-12-05,L,2018-06-19,,,GRP,,,,,,,,,,,,MZ
"Euromin, Limitada","Euromin, Limitada",6839,1263367,"EUROMIN, LDA (0,00%)",,Licença de Prospecção e Pesquisa,Pedido,Aprovação Pendente,Hectare,3,"CABO_DELGADO, BALAMA, BALAMA",,Parte 1,Licença de Prospecção e Pesquisa,,4240.48,Moçambique,Maputo Cidade,,,,,"AG, AU, BME, CU, GRP, MA, NI, PD, PT, REE",,,,Pesquisa,,6839 L,,,,Pessoa Colectiva,2013-12-19,L,,,,"AG, AU, BME, CU, GRP, MA, NI, PD, PT, REE",,,,,,,,,,,,MZ
"Escola de Condução Abc, Limitada","Escola de Condução Abc, Limitada",4930,1258443,"Escola de Conducao ABC, Lda",,Licença de Prospecção e Pesquisa,Pedido,Atribuição Pendente,Hectare,3,"NAMPULA, RIBAUE, CUNLE, IAPALA",,Parte 1,Licença de Prospecção e Pesquisa,,500,Moçambique,Maputo Cidade,4930L,,,,AU,,2012-05-23,,Pesquisa,,4930 L,0,,,Pessoa Colectiva,2011-11-11,L,2017-05-23,,,AU,,,,,,,,,,,,MZ
"Engcorp - Sociedade Unipessoal, Limitada","Engcorp - Sociedade Unipessoal, Limitada",5376,1259308,"ENGCORP, SOCIEDADE UNIPESSOAL, LDA ",,Licença de Prospecção e Pesquisa,Pedido,Aprovação Pendente,Hectares,3,"MANICA, MACHAZE, CHITOBE",,Parte 1,Licença de Prospecção e Pesquisa,,7989.91,Moçambique,Maputo Cidade,,,,,"AU, BME",,,,Pesquisa,,5376 L,,,,Pessoa Colectiva,2012-05-10,L,,,,"AU, BME",,,,,,,,,,,,MZ
"Minerais de Moçambique, Limitada","Minerais de Moçambique, Limitada",2981,1261291,"Minerais de Moçambique, Lda",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectares,3,"MANICA, MACHAZE, CHITOBE, SAVE",,Parte 1,Licença de Prospecção e Pesquisa,,18080,Moçambique,Maputo Cidade,2981L,,,,"AU, TOU",,2010-01-13,,Pesquisa,,2981 L,0,,,Pessoa Colectiva,2008-07-11,L,2015-01-13,,,"AU, TOU",,,,,,,,,,,,MZ
"Di Yuan Mineral, Limitada","Di Yuan Mineral, Limitada",5848,1263386,"DI YUAN MINERAL, Lda ",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectare,3,"CABO_DELGADO, BALAMA, MAVALA; MONTEPUEZ, MIRATE",,Parte 1,Licença de Prospecção e Pesquisa,,8224.31,Moçambique,Maputo Cidade,,,,,"AU, CO, MI",,2014-02-05,,Pesquisa,,5848 L,0,,,Pessoa Colectiva,2012-10-05,L,2019-02-05,,,"AU, CO, MI",,,,,,,,,,,,MZ
"Africa Rare Metal Mining Development Co, Limitada","Africa Rare Metal Mining Development Co, Limitada",4985,1263740,"Africa Rare Metal Mining Development Co, Lda",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectare,3,"ZAMBEZIA, MOCUBA, MOCUBA",,Parte 1,Licença de Prospecção e Pesquisa,,23200,Moçambique,Maputo Cidade,4985L,,,,"BER, BI, QTZ, Sil, TAN",,2014-04-14,,Pesquisa,,4985 L,0,,,Pessoa Colectiva,2011-11-21,L,2019-04-14,,,"BER, BI, QTZ, Sil, TAN",,,,,,,,,,,,MZ
"Jsw Adms Carvão, Limitada","Jsw Adms Carvão, Limitada",1370,1264036,"JSW Adams Carvao, Limitada ",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectare,3,"TETE, ZUMBU, ZUMBU",,Parte 1,Licença de Prospecção e Pesquisa,,10695.07,Moçambique,Maputo Cidade,1370L,,,,COA,,2006-05-04,,Pesquisa,,1370 L,3,,,Pessoa Colectiva,2006-03-21,L,2016-04-04,,,COA,,,,,,,,,,,,MZ
"Sonil Moz, Limitada","Sonil Moz, Limitada",7460,1265138,SONIL MOZ LDA ,,Licença de Prospecção e Pesquisa,Pedido,Pedido,Hectare,3,"NAMPULA, MURRUPULA, MURRUPULA",,Parte 1,Licença de Prospecção e Pesquisa,,5725.08,Moçambique,Nampula,,,,,TAM,,,,Pesquisa,,7460 L,,,,Pessoa Colectiva,2015-03-03,L,,,,TAM,,,,,,,,,,,,MZ
"África Oriental Mineral, Sociedade Unipessoal, Limitada","África Oriental Mineral, Sociedade Unipessoal, Limitada",5830,1259309,"Africa Oriental Mineral Sociedade Unipessoal, Lda ",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectares,3,"NAMPULA, LALAUA, METI",,Parte 1,Licença de Prospecção e Pesquisa,,11763.58,Moçambique,Maputo Cidade,,,,,FE,,2013-03-28,,Pesquisa,,5830 L,0,,,Pessoa Colectiva,2012-09-28,L,2018-03-28,,,FE,,,,,,,,,,,,MZ
"Mineral Stream, Limitada","Mineral Stream, Limitada",4981,1258458,"Mineral Stream, Lda ",,Licença de Prospecção e Pesquisa,Pedido,Aprovação Pendente,Hectare,3,"TETE, MOATIZE, ZOBUE",,Parte 1,Licença de Prospecção e Pesquisa,,17920,Moçambique,Maputo Cidade,4981L,,,,"BME, PME, U",,,,Pesquisa,,4981 L,,,,Pessoa Colectiva,2011-11-21,L,,,,"BME, PME, U",,,,,,,,,,,,MZ
"Minerais de Moçambique, Limitada","Minerais de Moçambique, Limitada",2982,1261292,"Minerais de Moçambique, Lda",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectares,3,"MANICA, MACHAZE, CHITOBE, SAVE; MOSSURIZE, CHIURAIRUE",,Parte 1,Licença de Prospecção e Pesquisa,,14620,Moçambique,Maputo Cidade,2982L,,,,"AU, TOU",,2010-04-29,,Pesquisa,,2982 L,0,,"Status updated to Em Vigor, as advised on list supplied to SD, by Elizabet Junior, 30 Mar 2012",Pessoa Colectiva,2008-07-11,L,2015-04-29,,,"AU, TOU",,,,,,,,,,,,MZ
"Coal Min Mozambique, Limitada","Coal Min Mozambique, Limitada",5722,1262596,"Coal Min Mozambique, Lda. ",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectare,3,"TETE, ZUMBU, MUZE, ZAMBUE",,Parte 1,Licença de Prospecção e Pesquisa,,8675.13,Moçambique,Maputo Cidade,,,,,"FE, MI",,2013-07-16,,Pesquisa,,5722 L,0,,,Pessoa Colectiva,2012-08-23,L,2018-07-16,,,"FE, MI",,,,,,,,,,,,MZ
"Mozambique Heavysand CO., Limitada","Mozambique Heavysand CO., Limitada",4935,1263064,Mozambique Heavysand Mining Company. Lda,,Licença de Prospecção e Pesquisa,Pedido,Atribuição Pendente,Hectare,3,"NAMPULA, MEMBA, LURIO, MAZULA",,Parte 1,Licença de Prospecção e Pesquisa,,21200,Moçambique,Maputo Cidade,4935L,,,,HSA,,2013-10-22,,Pesquisa,,4935 L,0,,,Pessoa Colectiva,2011-11-14,L,2018-10-22,,,HSA,,,,,,,,,,,,MZ
"Minas Rio Bravo, Limitada","Minas Rio Bravo, Limitada",6282,1264037,"Minas Rio Bravo, Lda ",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectare,3,"MANICA, TAMBARA, NHACAFULA, NHACOLO; TETE, MOATIZE, MOATIZE; MUTARARA, DOA",,Parte 1,Licença de Prospecção e Pesquisa,,12395.58,Moçambique,Maputo Cidade,,,,,"AGUT, AU, DIA, GAR, REEA, RUB, TOU",,2014-07-16,,Pesquisa,,6282 L,0,,,Pessoa Colectiva,2013-04-18,L,2019-07-16,,,"AGUT, AU, DIA, GAR, REEA, RUB, TOU",,,,,,,,,,,,MZ
"Mangoma, Limitada","Mangoma, Limitada",3511,1258049,"MANGOMA, LDA, ANDREI IUDIN IUDIN",,Certificado Mineiro,Extinto,Cancelado,Hectares,6,"MAPUTO, BOANE, MATOLA RIO",,Parte 1,Todas Licenças Extinto,,500,Moçambique,Maputo,3511CM,,,,SAB,,,,Exploração,,3511 CM,,,,Pessoa Colectiva,2009-11-04,CM,,,,SAB,,,,,,,,,,,,MZ
"Sky Chase, Limitada","Sky Chase, Limitada",6176,1263077,"SKYCHASE, LIMITADA ",,Licença de Prospecção e Pesquisa,Pedido,Aprovação Pendente,Hectare,3,"SOFALA, MUANZA, GALINHA, MUANZA",,Parte 1,Licença de Prospecção e Pesquisa,,2916.57,Moçambique,Maputo Cidade,,,,,LST,,,,Pesquisa,,6176 L,,,,Pessoa Colectiva,2013-03-07,L,,,,LST,,,,,,,,,,,,MZ
"Tata Holdings Moçambique, Limitada","Tata Holdings Moçambique, Limitada",838,1263390,"TATA HOLDINGS MOÇAMBIQUE, LDA",,Licença de Prospecção e Pesquisa,Em Vigor,Prorrogação Pendente,Hectare,3,"TETE, MUTARARA, DOA",,Parte 1,Licença de Prospecção e Pesquisa,,1950.23,Moçambique,Maputo Cidade,838L,,,,COA,,2005-04-18,,Pesquisa,,838 L,2,,,Pessoa Colectiva,2004-12-07,L,2013-04-18,,,COA,,,,,,,,,,,,MZ
"Africa Rare Metal Mining Development Co, Limitada","Africa Rare Metal Mining Development Co, Limitada",7070,1264622,"Africa Rare Metal Mining Development Co, Lda ",,Licença de Prospecção e Pesquisa,Pedido,Aprovação Pendente,Hectare,3,"CABO_DELGADO, MONTEPUEZ, MAPUPULO, MIRATE, MONTEPUEZ",,Parte 1,Licença de Prospecção e Pesquisa,,6534.55,Moçambique,Maputo Cidade,,,,,"AU, GRP",,,,Pesquisa,,7070 L,,,,Pessoa Colectiva,2014-11-26,L,,,,"AU, GRP",,,,,,,,,,,,MZ
"Trading Nacional, Limitada","Trading Nacional, Limitada",7453,1265156,"TRADING NACIONAL,LDA ",,Licença de Prospecção e Pesquisa,Pedido,Aprovação Pendente,Hectare,3,"NAMPULA, MOSSURIL, MATIBANE; NACALA, NACALA",,Parte 1,Licença de Prospecção e Pesquisa,,1159.24,Moçambique,Maputo Cidade,,,,,LST,,,,Pesquisa,,7453 L,,,,Pessoa Colectiva,2015-02-26,L,,,,LST,,,,,,,,,,,,MZ
"SOA, Engenharia e Construção, Limitada","SOA, Engenharia e Construção, Limitada",4693,1258362,"SOA Enginharia e Construcao, lda",,Certificado Mineiro,Pedido,Aprovação Pendente,Hectare,2,"SOFALA, DONDO, MAFAMBISSE",,Parte 1,Certificado Mineiro,,80,Moçambique,Maputo,4693CM,,,,SAN,,,,Exploração,,4693 CM,,,,Pessoa Colectiva,2011-09-19,CM,,,,SAN,,,,,,,,,,,,MZ
"SLT Mining, Limitada","SLT Mining, Limitada",7182,1264468,"SLT Mining, Lda , Helder George Telfer Mascarenhas (0,00%)",,Certificado Mineiro,Pedido,Pedido,Hectare,2,"NAMPULA, RIBAUE, RIBAUE",,Parte 1,Certificado Mineiro,,330.58,Moçambique,Nampula,,,,,"AQU, QTZM, TOU",,,,Exploração,,7182 CM,,,,Pessoa Colectiva,2014-12-05,CM,,,,"AQU, QTZM, TOU",,,,,,,,,,,,MZ
"Di Yuan Mineral, Limitada","Di Yuan Mineral, Limitada",5845,1259315,"DI YUAN MINERAL, Lda ",,Licença de Prospecção e Pesquisa,Pedido,Aprovação Pendente,Hectares,3,"NAMPULA, MOGOVOLAS, IULUTI",,Parte 1,Licença de Prospecção e Pesquisa,,6848.11,Moçambique,Maputo Cidade,,,,,TAM,,,,Pesquisa,,5845 L,,,,Pessoa Colectiva,2012-10-05,L,,,,TAM,,,,,,,,,,,,MZ
"Africa Rare Metal Mining Development Co, Limitada","Africa Rare Metal Mining Development Co, Limitada",5299,1259317,"Africa Rare Metal Mining Development Co, Lda ",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectares,3,"ZAMBEZIA, PEBANE, NABURI",,Parte 1,Licença de Prospecção e Pesquisa,,6073.49,Moçambique,Maputo Cidade,,,,,"BER, SN, TAN",,2013-01-11,,Pesquisa,,5299 L,0,,,Pessoa Colectiva,2012-05-07,L,2018-01-11,,,"BER, SN, TAN",,,,,,,,,,,,MZ
"Siexpo, Limitada","Siexpo, Limitada",3105,1261381,"Siexpo, Lda",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectares,3,"ZAMBEZIA, MILANGE, MONGUE; MORRUMBALA, CHIRE",,Parte 1,Licença de Prospecção e Pesquisa,,7560,Moçambique,Maputo Cidade,3105L,,,,"BAU, MI",,2009-01-20,,Pesquisa,,3105 L,0,,,Pessoa Colectiva,2008-09-04,L,2014-01-20,,,"BAU, MI",,,,,,,,,,,,MZ
"Hongti Mineral, Limitada","Hongti Mineral, Limitada",4167,1261928,"Hong Ti Mineral, Lda.",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectares,3,"ZAMBEZIA, ALTO_MOLOCUE, ALTO_MOLOCUE; GILE, GILE",,Parte 1,Licença de Prospecção e Pesquisa,,11040,Moçambique,Maputo Cidade,4167L,,,,TAN,,2011-07-28,,Pesquisa,,4167 L,0,,,Pessoa Colectiva,2010-12-20,L,2016-07-28,,,TAN,,,,,,,,,,,,MZ
"Bengala Minas, Limitada","Bengala Minas, Limitada",6651,1263081,"BENGALA MINAS, LIMITADA (0,00%)",,Licença de Prospecção e Pesquisa,Pedido,Oposição Pendente,Hectare,3,"INHAMBANE, GOVURO, NOVA MAMBONE, SAVE",,Parte 1,Licença de Prospecção e Pesquisa,,24727.66,Moçambique,Maputo Cidade,,,,,"DIA, GYP, MI",,,,Pesquisa,,6651 L,,,,Pessoa Colectiva,2013-10-03,L,,,,"DIA, GYP, MI",,,,,,,,,,,,MZ
"Grafex, Limitada","Grafex, Limitada",5304,1263752,"Grafex, Lda ",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectare,3,"CABO_DELGADO, BALAMA, KUEKUE",,Parte 1,Licença de Prospecção e Pesquisa,,22721.53,Moçambique,Maputo Cidade,,,,,GRP,,2013-02-13,,Pesquisa,,5304 L,0,,,Pessoa Colectiva,2012-05-07,L,2018-02-13,,,GRP,,,,,,,,,,,,MZ
"Rui Catoma Investimentos, Limitada","Rui Catoma Investimentos, Limitada",5515,1264043,"Rui Catoma Investimentos, Lda. ",,Licença de Prospecção e Pesquisa,Pedido,Oposição Pendente,Hectare,3,"NAMPULA, MOGOVOLAS, IULUTI",,Parte 1,Licença de Prospecção e Pesquisa,,616.79,Moçambique,Maputo Cidade,,,,,"AQU, TOU",,,,Pesquisa,,5515 L,,,,Pessoa Colectiva,2012-06-08,L,,,,"AQU, TOU",,,,,,,,,,,,MZ
"Panda Recursos, Limitada","Panda Recursos, Limitada",7129,1264625,Panda Recursos Limitada ,,Licença de Prospecção e Pesquisa,Pedido,Aprovação Pendente,Hectare,3,"INHAMBANE, HOMOINE, HOMOINE; PANDA, PANDA",,Part 1,Licença de Prospecção e Pesquisa,,17840.42,Moçambique,Maputo Cidade,,,,,HSA,,,,Pesquisa,,7129 L,,,,Pessoa Colectiva,2014-11-28,L,,,,HSA,,,,,,,,,,,,MZ
"Tulip Gold, Limitada","Tulip Gold, Limitada",7079,1265162,TULIP GOLD LDA ,,Licença de Prospecção e Pesquisa,Pedido,Oposição Pendente,Hectare,3,"SOFALA, GORONGOSA, GORONGOSA, NHAMADZE",,Part 1,Licença de Prospecção e Pesquisa,,4374.82,Moçambique,Maputo Cidade,,,,,AU,,,,Pesquisa,,7079 L,,,,Pessoa Colectiva,2014-11-26,L,,,,AU,,,,,,,,,,,,MZ
"SPI - Gestão e Investimentos, S.A.R.L","SPI - Gestão e Investimentos, S.A.R.L",3477,1258041,"SPI - Gestão e Investimentos, SARL",,Certificado Mineiro,Extinto,Caducado,Hectare,6,"MAPUTO, MOAMBA, RESSANO GARCIA",,Parte 1,Todas Licenças Extinto,,140,Moçambique,Maputo,3477CM,,,,Argila,,2009-12-29,,Exploração,,3477 CM,,,,Pessoa Colectiva,2009-08-27,CM,2011-12-29,,,CLA,,,,,,,,,,,,MZ
"Vision 2000, Limitada","Vision 2000, Limitada",30,1262901,"Vision 2000, Lda",,Concessão Mineira,Em Vigor,Em Vigor,Hectare,1,"NIASSA, CUAMBA, CUAMBA",,Parte 1,Concessão Mineira,,3312,Moçambique,Maputo Cidade,30C,,,,"GAR, GEM",,2010-08-24,,Exploração,,30 C,1,,"Status da licença updated from file ""LISTA DE ACÇOES POR COMPLETAR.xlsx"" provided by Luisa Mahocha, 19 March 2012",Pessoa Colectiva,2012-01-17,C,2035-08-24,,03/C/98,"GAR, GEM",,,,,,,,,,,,MZ
"EME Investimentos, S.A.","EME Investimentos, S.A.",4451,1258484,"EME Investimentos, S.A",,Licença de Prospecção e Pesquisa,Pedido,Atribuição Pendente,Hectare,3,"NAMPULA, MOMA, MOMA",,Parte 1,Licença de Prospecção e Pesquisa,,1600,Moçambique,Maputo Cidade,4451L,,,,AU,,2012-07-17,,Pesquisa,,4451 L,0,,,Pessoa Colectiva,2011-05-11,L,2017-07-17,,,AU,,,,,,,,,,,,MZ
"NARO - Import & Export - Sociedade Unipessoal, Limitada","NARO - Import & Export - Sociedade Unipessoal, Limitada",5805,1259319,"Naro - Import & Export - Sociedade Unipessoal, Limitada ",,Licença de Prospecção e Pesquisa,Pedido,Atribuição Pendente,Hectare,3,"SOFALA, MARINGUE, CANXIXE, MARINGUE",,Parte 1,Licença de Prospecção e Pesquisa,,11416.44,Moçambique,Maputo Cidade,,,,,Ouro,,2013-04-23,,Pesquisa,,5805 L,0,,,Pessoa Colectiva,2012-09-19,L,2018-04-23,,,AU,,,,,,,,,,,,MZ
"Siexpo, Limitada","Siexpo, Limitada",3108,1261384,"Siexpo, Lda",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectares,3,"NIASSA, MAJUNE, MUAQUIA; MARRUPA, MARRUPA",,Parte 1,Licença de Prospecção e Pesquisa,,500,Moçambique,Maputo Cidade,3108L,,,,,,2010-01-19,,Pesquisa,,3108 L,0,,,Pessoa Colectiva,2008-09-04,L,2015-01-19,,,,,,,,,,,,,,,MZ
"Africa Great Wall Mining Development Co., Limitada","Africa Great Wall Mining Development Co., Limitada",6371,1262628,AFRICA GREAT WALL REAL ESTATE DEVELOPMENT CO. LDA. ,,Licença de Prospecção e Pesquisa,Pedido,Aprovação Pendente,Hectare,3,"NAMPULA, MEMBA, MEMBA",,Parte 1,Licença de Prospecção e Pesquisa,,352.47,Moçambique,Maputo Cidade,,,,,SANC,,,,Pesquisa,,6371 L,,,,Pessoa Colectiva,2013-06-05,L,,,,SANC,,,,,,,,,,,,MZ
"Mavanda Minerals, Limitada","Mavanda Minerals, Limitada",6354,1263083,"Mavanda Minerais, Lda ",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectare,3,"TETE, TSANGANO, NTENGO-WA-MBALAME",,Parte 1,Licença de Prospecção e Pesquisa,,24479.19,Moçambique,Maputo Cidade,,,,,"AU, BME, CU, NI, PB, PT, REE, ZN",,2013-10-08,,Pesquisa,,6354 L,0,,,Pessoa Colectiva,2013-05-29,L,2018-10-08,,,"AU, BME, CU, NI, PB, PT, REE, ZN",,,,,,,,,,,,MZ
